layer	tensor	position	rank	head	lane	value_hex	value
13	v_heads	7	3	6	12	0xc07fdd43	-3.99787974357605
13	v_heads	8	0	3	124	0x40c1f371	6.060966968536377
13	v_heads	8	1	3	110	0xc0bd2248	-5.910434722900391
13	v_heads	8	2	2	121	0xc0855f4e	-4.16788387298584
13	v_heads	8	3	7	85	0xc07f29ea	-3.9869332313537598
13	v_heads	9	0	3	124	0x40a9041f	5.281753063201904
13	v_heads	9	1	0	122	0x40925914	4.573373794555664
13	v_heads	9	2	2	53	0x4089aee9	4.302601337432861
13	v_heads	9	3	2	82	0x406328e6	3.5493712425231934
13	v_heads	10	0	2	42	0xc1c80895	-25.00419044494629
13	v_heads	10	1	2	99	0x41c2cacf	24.349027633666992
13	v_heads	10	2	3	53	0xc1c23e78	-24.280502319335938
13	v_heads	10	3	2	30	0xc1bda99e	-23.707820892333984
13	v_heads	11	0	3	124	0x40871644	4.221467971801758
13	v_heads	11	1	2	55	0xc070fc68	-3.7654056549072266
13	v_heads	11	2	5	1	0x404ee7a6	3.232888698577881
13	v_heads	11	3	0	30	0xc049d297	-3.1534783840179443
13	v_heads	12	0	3	6	0x40950b3a	4.657620429992676
13	v_heads	12	1	3	80	0x408d1d8c	4.409856796264648
13	v_heads	12	2	3	124	0x408783c3	4.23483419418335
13	v_heads	12	3	3	76	0x40862bc7	4.192843914031982
13	v_heads	13	0	3	124	0x40ef823e	7.484648704528809
13	v_heads	13	1	2	55	0xc076a393	-3.853733777999878
13	v_heads	13	2	3	27	0x407013ba	3.751204013824463
13	v_heads	13	3	7	85	0xc069eb00	-3.65496826171875
13	v_heads	14	0	3	124	0x40a3e6eb	5.121938228607178
13	v_heads	14	1	5	13	0xc079c78c	-3.902804374694824
13	v_heads	14	2	3	27	0x4075cdb1	3.840679407119751
13	v_heads	14	3	6	62	0xc063c57a	-3.5589280128479004
13	v_heads	15	0	3	110	0xc0b72a00	-5.723876953125
13	v_heads	15	1	3	124	0x40a3e7bf	5.122039318084717
13	v_heads	15	2	5	49	0xc0883364	-4.25627326965332
13	v_heads	15	3	6	62	0xc086d475	-4.21343469619751
13	v_heads	16	0	2	42	0xc1e88659	-29.06559944152832
13	v_heads	16	1	2	99	0x41e39f4f	28.452787399291992
13	v_heads	16	2	3	53	0xc1dd1ee7	-27.64008903503418
13	v_heads	16	3	2	117	0x41db1be2	27.388614654541016
13	v_heads	17	0	3	110	0xc0bb6d5e	-5.857100486755371
13	v_heads	17	1	5	1	0x40b1d7db	5.5575995445251465
13	v_heads	17	2	3	124	0x40a3a947	5.114413738250732
13	v_heads	17	3	6	12	0xc089d1fa	-4.306881904602051
14	k_rope	0	0	7	127	0x41c68a49	24.817522048950195
14	k_rope	0	1	3	62	0xc1bb8841	-23.441530227661133
14	k_rope	0	2	6	60	0xc1b75621	-22.917055130004883
14	k_rope	0	3	5	58	0xc17d6b1a	-15.838647842407227
14	k_rope	1	0	1	46	0x41f8c246	31.094860076904297
14	k_rope	1	1	6	46	0xc1e221a0	-28.26641845703125
14	k_rope	1	2	2	46	0x41dd9a1b	27.700246810913086
14	k_rope	1	3	0	46	0x41d7de32	26.98349380493164
14	k_rope	2	0	0	46	0x41bd16a1	23.636049270629883
14	k_rope	2	1	1	46	0x419e9ded	19.827112197875977
14	k_rope	2	2	6	46	0xc19b7a70	-19.434783935546875
14	k_rope	2	3	5	46	0x418f0930	17.879486083984375
14	k_rope	3	0	0	46	0x41d874db	27.057058334350586
14	k_rope	3	1	1	46	0x41b7986f	22.949430465698242
14	k_rope	3	2	6	46	0xc19c40bb	-19.531606674194336
14	k_rope	3	3	5	46	0x4181c7b6	16.222515106201172
14	k_rope	4	0	1	46	0x41ea8fd8	29.320236206054688
14	k_rope	4	1	6	46	0xc1dd4a10	-27.661163330078125
14	k_rope	4	2	0	46	0x41d9172c	27.136314392089844
14	k_rope	4	3	5	46	0x419c150e	19.51028060913086
14	k_rope	5	0	1	46	0x41db0d82	27.381595611572266
14	k_rope	5	1	0	46	0x41d17499	26.18193244934082
14	k_rope	5	2	6	46	0xc1c63df5	-24.78025245666504
14	k_rope	5	3	5	46	0x418b30bf	17.398801803588867
14	k_rope	6	0	6	46	0xc1e49245	-28.571420669555664
14	k_rope	6	1	1	46	0x41de9a14	27.825233459472656
14	k_rope	6	2	0	46	0x41d911bd	27.1336612701416
14	k_rope	6	3	5	46	0x41d4d7f2	26.60544204711914
14	k_rope	7	0	0	46	0x41d7a9e1	26.957948684692383
14	k_rope	7	1	6	46	0xc1d19833	-26.199316024780273
14	k_rope	7	2	1	46	0x41b65d77	22.795637130737305
14	k_rope	7	3	5	46	0x41945e7f	18.546140670776367
14	k_rope	8	0	0	46	0x41dd8ed2	27.69473648071289
14	k_rope	8	1	6	46	0xc1ba3249	-23.274553298950195
14	k_rope	8	2	1	46	0x41b218e8	22.262161254882812
14	k_rope	8	3	5	46	0x41afd6bf	21.979856491088867
14	k_rope	9	0	0	46	0x41a80088	21.000259399414062
14	k_rope	9	1	5	46	0x419ee5ac	19.862144470214844
14	k_rope	9	2	1	46	0x419137a1	18.152162551879883
14	k_rope	9	3	2	46	0x418a068b	17.25319480895996
14	k_rope	10	0	7	63	0x41826e4e	16.30385971069336
14	k_rope	10	1	6	46	0xc1724be2	-15.143526077270508
14	k_rope	10	2	4	46	0x415edac4	13.928409576416016
14	k_rope	10	3	5	110	0x4133bcbf	11.233580589294434
14	k_rope	11	0	5	46	0x41c7d369	24.978227615356445
14	k_rope	11	1	0	46	0x41c579d3	24.684484481811523
14	k_rope	11	2	1	46	0x41c3c4b0	24.471038818359375
14	k_rope	11	3	2	46	0x4193f639	18.49522590637207
14	k_rope	12	0	5	46	0x41c5bbff	24.716794967651367
14	k_rope	12	1	1	46	0x41b3f8ba	22.496448516845703
14	k_rope	12	2	0	46	0x41a8ed82	21.115970611572266
14	k_rope	12	3	6	46	0xc1a257fe	-20.292964935302734
14	k_rope	13	0	5	46	0x41dbad47	27.45960807800293
14	k_rope	13	1	1	46	0x41ca9ead	25.327478408813477
14	k_rope	13	2	0	46	0x41c0c25a	24.094898223876953
14	k_rope	13	3	2	46	0x4193a7e5	18.456979751586914
14	k_rope	14	0	5	46	0x41b9298e	23.14529037475586
14	k_rope	14	1	1	46	0x41b70d6e	22.88155746459961
14	k_rope	14	2	0	46	0x419cf364	19.61884307861328
14	k_rope	14	3	6	46	0xc191403b	-18.156362533569336
14	k_rope	15	0	6	46	0xc1b54a81	-22.661378860473633
14	k_rope	15	1	1	46	0x41b25221	22.290102005004883
14	k_rope	15	2	5	46	0x41a07f14	20.062049865722656
14	k_rope	15	3	0	46	0x4198c614	19.096717834472656
14	k_rope	16	0	7	63	0x418396c8	16.448623657226562
14	k_rope	16	1	4	46	0x41689209	14.535653114318848
14	k_rope	16	2	6	46	0xc1633886	-14.201299667358398
14	k_rope	16	3	5	110	0x4133e1f3	11.242663383483887
14	k_rope	17	0	5	46	0x41cd6f8b	25.67946434020996
14	k_rope	17	1	6	46	0xc1cc4eac	-25.538414001464844
14	k_rope	17	2	1	46	0x41c49d93	24.576940536499023
14	k_rope	17	3	0	46	0x41af38a2	21.902652740478516
14	v_heads	0	0	6	123	0x3fc38c60	1.5277214050292969
14	v_heads	0	1	4	17	0x3f9dd234	1.2329773902893066
14	v_heads	0	2	7	76	0x3f9db830	1.2321834564208984
14	v_heads	0	3	6	28	0xbf7ea43f	-0.9946936964988708
14	v_heads	1	0	5	9	0x40a01c14	5.003427505493164
14	v_heads	1	1	4	80	0x40600e0d	3.5008575916290283
14	v_heads	1	2	7	76	0xc0484467	-3.1291749477386475
14	v_heads	1	3	4	67	0xc03be32e	-2.9357409477233887
14	v_heads	2	0	5	9	0x407bc3e7	3.9338319301605225
14	v_heads	2	1	0	34	0x407023b7	3.7521798610687256
14	v_heads	2	2	3	32	0x406aeb1c	3.670599937438965
14	v_heads	2	3	0	26	0xc056e740	-3.3578643798828125
14	v_heads	3	0	0	34	0x409c6a80	4.88800048828125
14	v_heads	3	1	3	32	0x4089bff9	4.304684162139893
14	v_heads	3	2	5	69	0xc0680364	-3.62520694732666
14	v_heads	3	3	7	76	0xc0667d7c	-3.6014089584350586
14	v_heads	4	0	2	9	0x406bbcd7	3.683400869369507
14	v_heads	4	1	6	18	0xc0698692	-3.648838520050049
14	v_heads	4	2	3	107	0x4066c68d	3.6058685779571533
14	v_heads	4	3	7	76	0xc0538544	-3.305008888244629
14	v_heads	5	0	0	34	0x407d239d	3.955298662185669
14	v_heads	5	1	3	72	0x406938f1	3.6441004276275635
14	v_heads	5	2	6	18	0xc066daba	-3.607100009918213
14	v_heads	5	3	3	62	0x40636f0e	3.5536532402038574
14	v_heads	6	0	0	34	0x40614cc6	3.520310878753662
14	v_heads	6	1	7	76	0xc059b65a	-3.401754856109619
14	v_heads	6	2	4	67	0x4056b16b	3.354578733444214
14	v_heads	6	3	5	49	0x404e863b	3.226942777633667
14	v_heads	7	0	4	67	0x4096f09a	4.716870307922363
14	v_heads	7	1	6	81	0xc093e7dd	-4.622053623199463
14	v_heads	7	2	3	107	0x40927337	4.576564311981201
14	v_heads	7	3	7	76	0xc081fb3e	-4.061919212341309
14	v_heads	8	0	4	80	0xc0a25127	-5.07240629196167
14	v_heads	8	1	6	81	0xc08dc341	-4.430084705352783
14	v_heads	8	2	5	49	0x4083c4c2	4.117768287658691
14	v_heads	8	3	4	69	0x4083b788	4.116153717041016
14	v_heads	9	0	5	9	0x40911004	4.533205032348633
14	v_heads	9	1	3	43	0xc058b9ba	-3.386335849761963
14	v_heads	9	2	7	76	0xc05414de	-3.3137736320495605
14	v_heads	9	3	2	9	0x4047614c	3.1153135299682617
14	v_heads	10	0	0	118	0xc1ebf01f	-29.492246627807617
14	v_heads	10	1	6	0	0xc1cb3678	-25.401596069335938
14	v_heads	10	2	0	77	0xc1ba865d	-23.31560707092285
14	v_heads	10	3	5	90	0xc1ba6b08	-23.302261352539062
14	v_heads	11	0	7	76	0xc0bc60cc	-5.886816024780273
14	v_heads	11	1	4	124	0xc0900d30	-4.501609802246094
14	v_heads	11	2	4	77	0xc085986c	-4.174856185913086
14	v_heads	11	3	0	16	0x407577ac	3.8354291915893555
14	v_heads	12	0	7	76	0xc0c44f15	-6.134653568267822
14	v_heads	12	1	0	34	0x40ab7c50	5.358924865722656
14	v_heads	12	2	5	9	0x408d207e	4.410216331481934
14	v_heads	12	3	6	81	0xc08a343d	-4.31887674331665
14	v_heads	13	0	7	76	0xc0a14eac	-5.040853500366211
14	v_heads	13	1	0	112	0x4073c26a	3.8087410926818848
14	v_heads	13	2	2	7	0xc03d9589	-2.962251901626587
14	v_heads	13	3	4	107	0x403bf824	2.9370203018188477
14	v_heads	14	0	3	70	0x406ce9c0	3.7017669677734375
14	v_heads	14	1	2	9	0x40680dc7	3.625840902328491
14	v_heads	14	2	7	76	0xc059a79c	-3.40085506439209
14	v_heads	14	3	0	114	0xc0581e1c	-3.376837730407715
14	v_heads	15	0	3	70	0x40876fb1	4.232384204864502
14	v_heads	15	1	4	112	0x407e366c	3.972071647644043
14	v_heads	15	2	7	76	0xc07c9bf4	-3.947018623352051
14	v_heads	15	3	5	9	0x406fc0d8	3.746145248413086
14	v_heads	16	0	0	118	0xc2100ff3	-36.01557540893555
14	v_heads	16	1	6	0	0xc1fb9358	-31.446945190429688
14	v_heads	16	2	0	77	0xc1e04a92	-28.03641128540039
14	v_heads	16	3	5	90	0xc1de0347	-27.75160026550293
14	v_heads	17	0	4	112	0x40b81744	5.752840042114258
14	v_heads	17	1	7	76	0xc09c7d55	-4.890299320220947
14	v_heads	17	2	4	77	0xc0913b68	-4.538501739501953
14	v_heads	17	3	0	112	0x40905b8e	4.511176109313965
15	k_rope	0	0	3	124	0x41987d77	19.061262130737305
15	k_rope	0	1	2	63	0x4184d36b	16.60323143005371
15	k_rope	0	2	5	59	0x418194ef	16.197721481323242
15	k_rope	0	3	7	122	0xc1654a01	-14.330567359924316
15	k_rope	1	0	2	113	0xc278b227	-62.17397689819336
15	k_rope	1	1	7	113	0x42757ff4	61.37495422363281
15	k_rope	1	2	0	113	0xc271b3a8	-60.425445556640625
15	k_rope	1	3	1	113	0xc2406138	-48.094940185546875
15	k_rope	2	0	7	113	0x427e441d	63.5665168762207
15	k_rope	2	1	2	113	0xc2622fd4	-56.54670715332031
15	k_rope	2	2	0	113	0xc25002b2	-52.00263214111328
15	k_rope	2	3	1	113	0xc244f09f	-49.234981536865234
15	k_rope	3	0	2	113	0xc283dedc	-65.93527221679688
15	k_rope	3	1	7	113	0x426e786f	59.617610931396484
15	k_rope	3	2	0	113	0xc24cf46f	-51.238704681396484
15	k_rope	3	3	6	113	0x4237eace	45.97930145263672
15	k_rope	4	0	7	113	0x428b587f	69.67284393310547
15	k_rope	4	1	2	113	0xc26dcaa1	-59.447879791259766
15	k_rope	4	2	0	113	0xc267b5cc	-57.92753601074219
15	k_rope	4	3	3	113	0x4241166f	48.271907806396484
15	k_rope	5	0	7	113	0x4272c16c	60.68888854980469
15	k_rope	5	1	2	113	0xc266d0a9	-57.70376968383789
15	k_rope	5	2	6	113	0x424aa2a2	50.65882110595703
15	k_rope	5	3	0	113	0xc247232c	-49.78434753417969
15	k_rope	6	0	7	113	0x4268b3dd	58.1756477355957
15	k_rope	6	1	0	113	0xc2673ed6	-57.811363220214844
15	k_rope	6	2	2	113	0xc2577df4	-53.87300109863281
15	k_rope	6	3	3	113	0x42423bcc	48.55839538574219
15	k_rope	7	0	7	113	0x426fd283	59.9555778503418
15	k_rope	7	1	1	113	0xc263d096	-56.953697204589844
15	k_rope	7	2	2	113	0xc25eaa9e	-55.66661834716797
15	k_rope	7	3	3	113	0x425da068	55.406646728515625
15	k_rope	8	0	7	113	0x42826901	65.20508575439453
15	k_rope	8	1	1	113	0xc253dc88	-52.965362548828125
15	k_rope	8	2	2	113	0xc2518e6d	-52.38908767700195
15	k_rope	8	3	0	113	0xc23f24d2	-47.78595733642578
15	k_rope	9	0	0	113	0xc243c75c	-48.94468688964844
15	k_rope	9	1	7	113	0x423a8f8a	46.640174865722656
15	k_rope	9	2	2	113	0xc22c0726	-43.006980895996094
15	k_rope	9	3	3	113	0x42264043	41.5627555847168
15	k_rope	10	0	0	113	0xc25eba7c	-55.68211364746094
15	k_rope	10	1	2	113	0xc25eafa3	-55.6715202331543
15	k_rope	10	2	4	113	0xc248b601	-50.177738189697266
15	k_rope	10	3	7	113	0x4244ee46	49.232688903808594
15	k_rope	11	0	2	113	0xc26f12f4	-59.76850891113281
15	k_rope	11	1	0	113	0xc26af0ce	-58.73516082763672
15	k_rope	11	2	7	113	0x425c8946	55.134056091308594
15	k_rope	11	3	4	113	0xc234ad42	-45.16919708251953
15	k_rope	12	0	2	113	0xc278f806	-62.242210388183594
15	k_rope	12	1	0	113	0xc270c637	-60.19356918334961
15	k_rope	12	2	7	113	0x42683701	58.053714752197266
15	k_rope	12	3	3	113	0x42486e25	50.10756301879883
15	k_rope	13	0	0	113	0xc27b69cf	-62.853328704833984
15	k_rope	13	1	7	113	0x427147d5	60.32014846801758
15	k_rope	13	2	2	113	0xc26bf69d	-58.9908332824707
15	k_rope	13	3	1	113	0xc2454c72	-49.32465362548828
15	k_rope	14	0	0	113	0xc27370ea	-60.860267639160156
15	k_rope	14	1	2	113	0xc269c17e	-58.43895721435547
15	k_rope	14	2	7	113	0x426441c2	57.06421661376953
15	k_rope	14	3	3	113	0x424316c6	48.772239685058594
15	k_rope	15	0	7	113	0x427a00f7	62.50094223022461
15	k_rope	15	1	2	113	0xc261c843	-56.4455680847168
15	k_rope	15	2	0	113	0xc25cd2ef	-55.205989837646484
15	k_rope	15	3	6	113	0x42519136	52.391807556152344
15	k_rope	16	0	7	113	0x42744d85	61.07570266723633
15	k_rope	16	1	2	113	0xc265ec23	-57.4806022644043
15	k_rope	16	2	0	113	0xc250906f	-52.141048431396484
15	k_rope	16	3	3	113	0x424a00ea	50.500892639160156
15	k_rope	17	0	7	113	0x4277df9e	61.96837615966797
15	k_rope	17	1	1	113	0xc2740f2c	-61.01481628417969
15	k_rope	17	2	0	113	0xc26d7b5f	-59.370479583740234
15	k_rope	17	3	3	113	0x42695168	58.329498291015625
15	v_heads	0	0	5	103	0xbff8c96f	-1.9436472654342651
15	v_heads	0	1	4	56	0x3fef2fb6	1.8686435222625732
15	v_heads	0	2	6	38	0xbfdcd090	-1.7251148223876953
15	v_heads	0	3	1	6	0x3fdc33cb	1.7203305959701538
15	v_heads	1	0	4	59	0x4122f7c2	10.185487747192383
15	v_heads	1	1	1	95	0x40b5d055	5.681681156158447
15	v_heads	1	2	5	30	0x40855a24	4.167253494262695
15	v_heads	1	3	1	90	0xc081491c	-4.04017448425293
15	v_heads	2	0	4	59	0x40c60875	6.18853235244751
15	v_heads	2	1	1	95	0x40bbb94e	5.86637020111084
15	v_heads	2	2	3	6	0xc0b9422e	-5.789328575134277
15	v_heads	2	3	4	36	0x409c6437	4.887233257293701
15	v_heads	3	0	2	58	0x40c1c2ed	6.055044651031494
15	v_heads	3	1	1	123	0xc0a0044b	-5.000524044036865
15	v_heads	3	2	4	70	0x409d3690	4.912910461425781
15	v_heads	3	3	3	78	0x409c6d65	4.8883538246154785
15	v_heads	4	0	1	123	0xc0cf4557	-6.477214336395264
15	v_heads	4	1	3	78	0x40ad9611	5.4245686531066895
15	v_heads	4	2	1	57	0xc088fb9f	-4.280715465545654
15	v_heads	4	3	2	16	0xc084ee19	-4.154064655303955
15	v_heads	5	0	3	116	0xc0bb8c4f	-5.860877513885498
15	v_heads	5	1	4	59	0x40b26059	5.57426118850708
15	v_heads	5	2	3	78	0x40aa1ec0	5.316253662109375
15	v_heads	5	3	3	77	0x40a183c9	5.047337055206299
15	v_heads	6	0	3	77	0x4092b97c	4.585142135620117
15	v_heads	6	1	4	59	0x408e5e67	4.449023723602295
15	v_heads	6	2	1	95	0x408dc664	4.43046760559082
15	v_heads	6	3	3	5	0xc08a8f59	-4.32999849319458
15	v_heads	7	0	6	38	0x40bc4d0c	5.884405136108398
15	v_heads	7	1	3	5	0xc098ab2c	-4.770895004272461
15	v_heads	7	2	4	51	0x409576b8	4.670742034912109
15	v_heads	7	3	3	116	0xc0943aa5	-4.6321587562561035
15	v_heads	8	0	4	27	0xc0e2bd19	-7.085583209991455
15	v_heads	8	1	1	57	0xc0be4abc	-5.946622848510742
15	v_heads	8	2	1	123	0xc0aeedeb	-5.466542720794678
15	v_heads	8	3	3	116	0xc0a9667f	-5.293761730194092
15	v_heads	9	0	4	59	0x4104ac10	8.292007446289062
15	v_heads	9	1	3	48	0x40bedcea	5.9644670486450195
15	v_heads	9	2	1	123	0xc0ad25ef	-5.4108805656433105
15	v_heads	9	3	1	82	0x40804973	4.008965969085693
15	v_heads	10	0	4	59	0x40b38931	5.610496997833252
15	v_heads	10	1	1	92	0x40a60ead	5.189291477203369
15	v_heads	10	2	6	42	0xc07f409d	-3.988318681716919
15	v_heads	10	3	1	50	0x406ade32	3.669811725616455
15	v_heads	11	0	5	115	0xc0bd9c9b	-5.9253668785095215
15	v_heads	11	1	4	59	0x40a63436	5.193873405456543
15	v_heads	11	2	7	67	0xc09f14af	-4.9712748527526855
15	v_heads	11	3	3	113	0x409e6452	4.949746131896973
15	v_heads	12	0	1	57	0xc0baf4f7	-5.842402935028076
15	v_heads	12	1	3	6	0xc0ac55dc	-5.385480880737305
15	v_heads	12	2	4	59	0x40a8658b	5.26239538192749
15	v_heads	12	3	1	95	0x409b38c4	4.850679397583008
15	v_heads	13	0	3	120	0xc0ad0fc0	-5.408172607421875
15	v_heads	13	1	1	57	0xc09edf7a	-4.964779853820801
15	v_heads	13	2	1	11	0x4085b06c	4.177785873413086
15	v_heads	13	3	3	68	0x4084442c	4.133321762084961
15	v_heads	14	0	3	120	0xc102c087	-8.172003746032715
15	v_heads	14	1	4	59	0x40b871d1	5.7638936042785645
15	v_heads	14	2	1	57	0xc0aa0dca	-5.314183235168457
15	v_heads	14	3	5	21	0xc0a26dc6	-5.075900077819824
15	v_heads	15	0	3	120	0xc0c35b56	-6.1048994064331055
15	v_heads	15	1	6	38	0x40a8e2e3	5.277696132659912
15	v_heads	15	2	1	78	0x40a324f3	5.098260402679443
15	v_heads	15	3	1	57	0xc0a0dbca	-5.026829719543457
15	v_heads	16	0	3	120	0xc0b6f0ce	-5.71689510345459
15	v_heads	16	1	6	38	0x40abedb0	5.372764587402344
15	v_heads	16	2	1	57	0xc0a603cc	-5.187963485717773
15	v_heads	16	3	1	78	0x409e4ab9	4.946621417999268
15	v_heads	17	0	6	38	0x40bdf07a	5.935605049133301
15	v_heads	17	1	4	90	0x40bb018e	5.843939781188965
15	v_heads	17	2	3	6	0xc0a531d6	-5.1623334884643555
15	v_heads	17	3	1	57	0xc09c8a27	-4.89186429977417
16	k_rope	0	0	7	60	0xc21bf8fe	-38.99315643310547
16	k_rope	0	1	5	61	0x41c6936a	24.821979522705078
16	k_rope	0	2	3	127	0x41c66ad3	24.802160263061523
16	k_rope	0	3	4	127	0x41b1b16a	22.211627960205078
16	k_rope	1	0	6	110	0x416ec3aa	14.922769546508789
16	k_rope	1	1	7	102	0xc14b4611	-12.704606056213379
16	k_rope	1	2	7	60	0xc14aae09	-12.667489051818848
16	k_rope	1	3	2	110	0xc144266b	-12.259379386901855
16	k_rope	2	0	7	123	0xc174a0a6	-15.289220809936523
16	k_rope	2	1	6	110	0x4170c45b	15.047938346862793
16	k_rope	2	2	1	110	0xc1592535	-13.57158374786377
16	k_rope	2	3	5	110	0x414f4d6c	12.956401824951172
16	k_rope	3	0	7	127	0xc18a865d	-17.31560707092285
16	k_rope	3	1	5	110	0x41589bb0	13.538009643554688
16	k_rope	3	2	6	110	0x413789f4	11.471179962158203
16	k_rope	3	3	1	110	0xc12f8916	-10.970968246459961
16	k_rope	4	0	5	110	0x41742989	15.260140419006348
16	k_rope	4	1	1	110	0xc167ca12	-14.486833572387695
16	k_rope	4	2	2	110	0xc165491c	-14.33034896850586
16	k_rope	4	3	7	123	0xc15b24c4	-13.696475982666016
16	k_rope	5	0	5	110	0x4184887c	16.56664276123047
16	k_rope	5	1	1	110	0xc1822cfc	-16.27196502685547
16	k_rope	5	2	2	110	0xc13f0a64	-11.94003677368164
16	k_rope	5	3	3	123	0x413700e7	11.43772029876709
16	k_rope	6	0	1	110	0xc17ee677	-15.931265830993652
16	k_rope	6	1	5	110	0x4148756e	12.528669357299805
16	k_rope	6	2	7	62	0x4143f1fa	12.246576309204102
16	k_rope	6	3	3	123	0x413af411	11.684586524963379
16	k_rope	7	0	7	62	0x416ca734	14.790821075439453
16	k_rope	7	1	1	110	0xc15b265d	-13.696866035461426
16	k_rope	7	2	6	110	0x415255f6	13.145986557006836
16	k_rope	7	3	6	59	0x41451cd8	12.319541931152344
16	k_rope	8	0	1	110	0xc1879b3b	-16.950796127319336
16	k_rope	8	1	7	123	0xc1618865	-14.095799446105957
16	k_rope	8	2	5	110	0x41569608	13.411628723144531
16	k_rope	8	3	3	123	0x414035ca	12.013132095336914
16	k_rope	9	0	2	110	0xc14e4241	-12.891175270080566
16	k_rope	9	1	4	63	0x413dfd38	11.874320983886719
16	k_rope	9	2	0	110	0xc128e44d	-10.555737495422363
16	k_rope	9	3	5	110	0x412240fc	10.140865325927734
16	k_rope	10	0	0	110	0xc1489284	-12.535770416259766
16	k_rope	10	1	2	110	0xc14871b8	-12.527763366699219
16	k_rope	10	2	7	124	0x4140969f	12.036772727966309
16	k_rope	10	3	4	63	0x413c1d89	11.757210731506348
16	k_rope	11	0	2	110	0xc16cadc1	-14.792420387268066
16	k_rope	11	1	7	62	0x416be61b	14.743678092956543
16	k_rope	11	2	3	110	0xc1465be4	-12.39743423461914
16	k_rope	11	3	4	63	0x413565cf	11.337355613708496
16	k_rope	12	0	7	123	0xc16c4728	-14.767372131347656
16	k_rope	12	1	5	110	0x41525ad5	13.147175788879395
16	k_rope	12	2	6	110	0x414eadeb	12.917460441589355
16	k_rope	12	3	2	110	0xc14914f2	-12.56761360168457
16	k_rope	13	0	2	110	0xc15ea505	-13.915287971496582
16	k_rope	13	1	7	127	0xc159e8e6	-13.619359970092773
16	k_rope	13	2	4	63	0x41466933	12.400683403015137
16	k_rope	13	3	7	123	0xc1372ded	-11.448712348937988
16	k_rope	14	0	2	110	0xc185c07a	-16.718982696533203
16	k_rope	14	1	5	110	0x41648b7a	14.284051895141602
16	k_rope	14	2	7	123	0xc1459a26	-12.350133895874023
16	k_rope	14	3	4	63	0x413ff443	11.9971342086792
16	k_rope	15	0	7	123	0xc15c615f	-13.773772239685059
16	k_rope	15	1	5	110	0x415bb2d1	13.731156349182129
16	k_rope	15	2	2	110	0xc143bd90	-12.233779907226562
16	k_rope	15	3	3	123	0x412a66b1	10.650071144104004
16	k_rope	16	0	3	123	0x415c5c50	13.772537231445312
16	k_rope	16	1	2	110	0xc1528fb9	-13.160088539123535
16	k_rope	16	2	7	62	0x4142b814	12.169940948486328
16	k_rope	16	3	5	110	0x41339c2b	11.225626945495605
16	k_rope	17	0	7	62	0x416468c4	14.275577545166016
16	k_rope	17	1	3	123	0x41627ed5	14.155964851379395
16	k_rope	17	2	1	110	0xc161bc35	-14.10844898223877
16	k_rope	17	3	6	59	0x4147892d	12.470990180969238
16	v_heads	0	0	0	114	0x400fd180	2.247161865234375
16	v_heads	0	1	7	105	0x400600d9	2.093801736831665
16	v_heads	0	2	3	92	0x3fec1dc7	1.8446587324142456
16	v_heads	0	3	2	88	0xbfe3f9a6	-1.7810561656951904
16	v_heads	1	0	7	58	0xc0fafdcd	-7.843481540679932
16	v_heads	1	1	0	39	0xc0e68600	-7.203857421875
16	v_heads	1	2	1	65	0x40e5fbee	7.187003135681152
16	v_heads	1	3	6	68	0xc0b4bbd9	-5.64793062210083
16	v_heads	2	0	7	31	0x40df1dcb	6.972386837005615
16	v_heads	2	1	6	124	0xc0c86fb2	-6.26363468170166
16	v_heads	2	2	6	53	0xc0c61b44	-6.190828323364258
16	v_heads	2	3	3	15	0x40b38382	5.609803199768066
16	v_heads	3	0	6	75	0x40dbc516	6.8678083419799805
16	v_heads	3	1	7	31	0x40d7619e	6.730666160583496
16	v_heads	3	2	4	53	0x40d281ad	6.578329563140869
16	v_heads	3	3	6	124	0xc0b4b578	-5.647151947021484
16	v_heads	4	0	3	36	0x40b558e8	5.667102813720703
16	v_heads	4	1	1	65	0x40abc1dc	5.367414474487305
16	v_heads	4	2	7	58	0xc0a9c20e	-5.304938316345215
16	v_heads	4	3	1	66	0x409dca06	4.930911064147949
16	v_heads	5	0	1	66	0x40eb03c3	7.34420919418335
16	v_heads	5	1	3	15	0x40d989a1	6.798050403594971
16	v_heads	5	2	1	65	0x40c10f5d	6.033125400543213
16	v_heads	5	3	3	44	0xc0c0434b	-6.008214473724365
16	v_heads	6	0	1	64	0x40c5a583	6.176454067230225
16	v_heads	6	1	3	44	0xc0c36354	-6.105875015258789
16	v_heads	6	2	7	14	0x40b63133	5.693505764007568
16	v_heads	6	3	1	55	0xc0b58ae7	-5.673205852508545
16	v_heads	7	0	1	65	0x40afe6cb	5.496922969818115
16	v_heads	7	1	6	53	0xc0a877ab	-5.264607906341553
16	v_heads	7	2	6	96	0x40a66c64	5.20073127746582
16	v_heads	7	3	7	58	0xc0a49b03	-5.143922328948975
16	v_heads	8	0	6	66	0xc0fc2e88	-7.880680084228516
16	v_heads	8	1	7	31	0x40e73e5d	7.226362705230713
16	v_heads	8	2	3	36	0x40bfbffa	5.992184638977051
16	v_heads	8	3	4	13	0xc0a07ba5	-5.0150933265686035
16	v_heads	9	0	0	39	0xc0d42162	-6.629075050354004
16	v_heads	9	1	3	57	0xc0b42549	-5.629551410675049
